,Date,Open,High,Low,Close,Adj Close,Volume,50_EMA,200_EMA,RSI,Upper_BB,Middle_BB,Lower_BB,MACD,MACD_Signal,ATR
41,2024-10-09,2603.0,2607.7,2603.0,2606.0,2606.0,152,,,35.44864726061722,2805.3113437649254,2709.135,2612.958656235075,-9.39972366622169,5.461883847459353,30.707028938990685
42,2024-10-08,2639.0,2639.0,2609.3,2615.0,2615.0,687,,,37.60910287373477,2806.1701277830607,2702.87,2599.569872216939,-12.754935321720495,1.8185200136233828,30.870812586205634
43,2024-10-07,2648.7,2657.4,2639.0,2644.8,2644.8,284,,,44.261165396392954,2803.381819041975,2698.3050000000003,2593.2281809580254,-12.861099036749692,-1.1174037964512324,31.694325972905236
44,2024-10-04,2656.0,2667.0,2639.0,2645.8,2645.8,114,,,44.475105034594655,2799.4082603052207,2693.6650000000004,2587.92173969478,-12.717938425599186,-3.4375107222808237,31.430445546269148
45,2024-10-03,2642.8,2657.1,2640.0,2657.1,2657.1,354,,,46.9528606472699,2794.412661456487,2689.6050000000005,2584.797338543514,-11.559417280958769,-5.061892034016413,30.406842292964203
46,2024-10-02,2650.6,2657.2,2640.0,2647.1,2647.1,72,,,45.03749713307234,2778.399472564036,2682.5350000000003,2586.6705274359647,-11.317733566143943,-6.313060340441919,29.46349641489532
47,2024-10-01,2631.4,2670.9,2631.4,2667.3,2667.3,153,,,49.51738410526706,2764.9994058479315,2677.4800000000005,2589.9605941520695,-9.388007196233502,-6.928049711600236,30.180389528117082
48,2024-09-30,2660.9,2662.1,2623.2,2636.1,2636.1,973,,,43.60545417805259,2755.9975554138205,2672.1400000000003,2588.28244458618,-10.258016368568406,-7.59404304299387,31.17464741896589
49,2024-09-27,2670.0,2672.1,2641.7,2644.3,2644.3,"4,228",2667.28,,45.44885343813368,2745.7204559352745,2667.3100000000004,2588.8995440647263,-10.168615960927127,-8.108957626580521,31.519315460468327
50,2024-09-26,2662.3,2669.9,2660.8,2669.9,2669.9,"17,216",2667.3827450980393,,50.85034358217284,2736.126702435879,2664.0600000000004,2591.993297564122,-7.9405260009698395,-8.075271301458384,31.09650721329201
51,2024-09-25,2656.3,2664.2,2649.3,2659.2,2659.2,175,2667.0618531334103,,48.680668343031655,2729.5718097019317,2661.3,2593.0281902980687,-6.957942402701519,-7.8518055217070115,30.346756698056858
52,2024-09-24,2636.8,2662.3,2625.5,2651.2,2651.2,35,2666.439819677198,,47.06378536660909,2713.399185016033,2656.65,2599.9008149839674,-6.746995795480416,-7.630843576461692,30.807702648195665
53,2024-09-23,2626.5,2626.5,2626.5,2626.5,2626.5,9,2664.8735522388765,,42.38312935117237,2701.0728009354184,2651.82,2602.567199064582,-8.475205766512317,-7.799716014471818,30.37143817332453
54,2024-09-20,2590.4,2621.8,2590.4,2619.9,2619.9,17,2663.1098835236266,,41.20392222430954,2689.270294255998,2647.13,2604.989705744002,-10.259128612574386,-8.291598534092332,30.7806211609442
55,2024-09-19,2566.0,2588.0,2566.0,2588.0,2588.0,99,2660.1643978952493,,35.99161672863145,2686.522905158704,2641.9800000000005,2597.437094841297,-14.084605160200681,-9.450199859314,32.43200536373391
56,2024-09-18,2570.7,2570.7,2549.2,2570.7,2570.7,25,2656.6559901346513,,33.515468169802084,2688.66548794355,2636.815,2584.96451205645,-18.301322054663615,-11.220424298383923,32.88686212346721
57,2024-09-17,2581.2,2581.8,2564.3,2564.3,2564.3,22,2653.034186599959,,32.62134818599773,2691.331622851223,2631.96,2572.588377148777,-21.906996863092445,-13.357738811325628,31.787800543219554
58,2024-09-16,2580.4,2580.4,2580.4,2580.4,2580.4,28,2650.1857871254506,,37.16283131371176,2691.5270129572577,2628.59,2565.6529870427426,-23.19797288835025,-15.325785626730553,30.66724336156101
59,2024-09-13,2568.8,2581.8,2565.0,2581.3,2581.3,31,2647.4843837087665,,37.416773383676315,2689.441865549353,2624.7750000000005,2560.108134450648,-23.87326210599258,-17.03528092258296,29.67672597859238
60,2024-09-12,2529.1,2557.0,2523.4,2551.2,2551.2,132,2643.708525524109,,32.662576563468384,2693.5047915508476,2621.3050000000003,2549.105208449153,-26.53141448897759,-18.934507635861884,31.692674122978644
61,2024-09-11,2525.8,2525.8,2502.3,2512.1,2512.1,90,2638.5474068761046,,27.733067422599277,2702.9982839277786,2616.61,2530.2217160722216,-31.43074852705422,-21.43375581410035,32.92176882848015
62,2024-09-10,2512.3,2512.3,2512.3,2512.3,2512.3,5,2633.596528175081,,27.793097633835924,2709.11238781829,2611.4750000000004,2513.837612181711,-34.89511851669249,-24.12602835461878,30.584499626445872
63,2024-09-09,2491.3,2504.7,2491.3,2501.8,2501.8,96,2628.4280368740974,,26.54634862744661,2711.6198251314113,2604.3250000000003,2497.0301748685893,-38.04931017789977,-26.910684719274975,29.89989251027117
64,2024-09-06,2510.3,2517.9,2483.7,2493.5,2493.5,96,2623.136741310407,,25.5699104282529,2712.4365207287774,2596.71,2480.9834792712227,-40.749040850607344,-29.678355945541448,30.20704304525182
65,2024-09-05,2493.7,2513.3,2493.4,2511.4,2511.4,54,2618.7549083178424,,31.427880676906028,2707.3508729032187,2589.425,2471.4991270967816,-40.97191769275014,-31.937068294983185,29.470825684876697
66,2024-09-04,2490.9,2493.4,2483.5,2493.4,2493.4,470,2613.83902956028,,28.95959584629449,2703.597103198696,2581.7400000000007,2459.8828968013054,-42.11551729622124,-33.972758095230795,29.358623850242655
67,2024-09-03,2501.6,2501.8,2476.3,2489.9,2489.9,206,2608.9786754598767,,28.49103220624433,2694.349464931264,2572.8700000000003,2451.390535068737,-42.810753255679174,-35.74035712732047,29.083007860939606
68,2024-08-30,2519.5,2525.4,2493.8,2493.8,2493.8,208,2604.4618646575286,,29.85299876455957,2688.252240377001,2565.7550000000006,2443.2577596230003,-42.556470850631285,-37.10357987198263,29.541364442301063
69,2024-08-29,2504.1,2525.7,2503.9,2525.7,2525.7,"3,966",2601.3731640827236,,39.930854721612334,2677.9432945186218,2559.8250000000003,2441.706705481379,-39.327543372594846,-37.54837257210507,29.709838410708105
70,2024-08-28,2501.0,2501.0,2501.0,2501.0,2501.0,"2,353",2597.4369615696755,,35.65897649648811,2660.6294137283685,2551.38,2442.1305862716317,-38.31995012487323,-37.7026880826587,29.351992809943226
71,2024-08-27,2515.2,2523.1,2506.9,2516.0,2516.0,100,2594.2433552336097,,39.86631147236752,2642.4833726267807,2544.2200000000003,2445.95662737322,-35.89724943079045,-37.341600352285056,28.833993323518705
72,2024-08-26,2509.9,2523.1,2509.1,2517.7,2517.7,290,2591.24165502837,,40.34244299598216,2623.1556646393087,2537.5450000000005,2451.9343353606923,-33.45442410715532,-36.56416510325911,27.774422371838796
73,2024-08-23,2486.5,2508.4,2486.5,2508.4,2508.4,94,2587.9929626743165,,38.5444434327709,2607.64656287446,2531.6400000000003,2455.6334371255407,-31.90116296633414,-35.63156467587412,28.01910648813601
74,2024-08-22,2504.1,2504.1,2471.1,2478.9,2478.9,210,2583.7148072753234,,33.45152154631326,2592.240008129923,2524.5900000000006,2456.9399918700783,-32.67395081365248,-35.04004190342979,28.682027453269168
75,2024-08-21,2511.0,2515.4,2503.9,2508.4,2508.4,96,2580.7612854213894,,41.74143008778529,2581.9404133361572,2520.6100000000006,2459.279586663844,-30.553782308689733,-34.14278998448178,29.240454063749944
76,2024-08-20,2503.5,2527.3,2500.7,2511.3,2511.3,187,2578.03731344408,,42.49973198604046,2574.575661934999,2517.640000000001,2460.7043380650025,-28.313151345443202,-32.97686225667407,29.051850202053544
77,2024-08-19,2508.5,2508.5,2487.2,2501.8,2501.8,88,2575.0476148776456,,40.63386472439151,2567.593782012933,2514.515000000001,2461.4362179870686,-26.992849008478515,-31.780059607034957,28.6981466161926
78,2024-08-16,2453.5,2508.0,2451.4,2498.6,2498.6,197,2572.0496691961694,,39.99687609150813,2554.3901623445327,2510.4250000000006,2466.4598376554686,-25.906083940959434,-30.60526447381985,30.691136143607405
79,2024-08-15,2451.8,2467.7,2431.2,2453.1,2453.1,285,2567.3849762865157,,32.25441799647524,2541.7132904119703,2504.0150000000003,2466.3167095880303,-28.389033430043128,-30.162018265064507,33.31319784763546
80,2024-08-14,2468.0,2472.1,2439.4,2439.4,2439.4,274,2562.365957608613,,30.349409610216586,2539.484755235261,2498.4250000000006,2457.36524476474,-31.103719970720704,-30.350358606195748,33.26939800137577
81,2024-08-13,2461.0,2470.0,2456.5,2466.7,2466.7,510,2558.614351427883,,38.184304992174525,2538.9239829196395,2496.1550000000007,2453.386017080362,-30.69837501004713,-30.419961886966025,33.07872671556321
82,2024-08-12,2432.7,2469.8,2432.0,2462.4,2462.4,566,2554.8412396071817,,37.46935589964922,2538.1575684726313,2493.6600000000008,2449.1624315273702,-30.373977960971388,-30.410765101767097,33.41596052159442
83,2024-08-09,2422.3,2432.1,2418.5,2432.1,2432.1,611,2550.027857661802,,32.80784419422596,2541.906300969434,2490.175,2438.443699030566,-32.19077254689819,-30.766766590793317,34.16482048433768
84,2024-08-08,2384.3,2422.8,2384.3,2422.2,2422.2,201,2545.015000498594,,31.431907239306216,2546.168371367865,2486.61,2427.0516286321354,-34.037084287474954,-31.420830130129644,35.13876187831354
85,2024-08-07,2392.2,2401.0,2384.5,2390.5,2390.5,130,2538.9555887143356,,27.460551052082128,2552.157940294342,2480.565,2408.972059705658,-37.62451275331114,-32.66156665476594,35.321707458433984
86,2024-08-06,2414.5,2421.8,2380.0,2389.1,2389.1,163,2533.0788989608322,,27.296518957987427,2556.9403548220866,2475.35,2393.759645177913,-40.1180876168205,-34.15287084717686,35.78444263997442
87,2024-08-05,2442.0,2449.8,2367.4,2401.7,2401.7,334,2527.9267852760936,,31.275383024157883,2558.2424489919904,2470.9399999999996,2383.637551008009,-40.609428747868606,-35.444182427315205,39.11412530854768
88,2024-08-02,2444.0,2477.0,2416.0,2425.7,2425.7,550,2523.9178917358545,,38.211794657610305,2556.30524895765,2467.5349999999994,2378.764751042349,-38.617067198144014,-36.078759381480964,41.698830643651426
89,2024-08-01,2446.7,2455.1,2430.4,2435.0,2435.0,690,2520.43091558935,,40.70907415772936,2548.6327273885486,2462.9999999999995,2377.3672726114505,-35.87413929225568,-36.03783536363591,40.820342740533476
90,2024-07-31,2407.1,2447.6,2402.8,2426.5,2426.5,"1,313",2516.747350272121,,39.151562415517745,2544.451942302494,2459.2749999999996,2374.0980576975053,-33.99436228003833,-35.62914074691639,41.104603973352496
91,2024-07-30,2380.9,2409.3,2373.8,2405.0,2405.0,"25,944",2512.365101241842,,35.456358174903016,2537.852947199494,2453.7249999999995,2369.597052800505,-33.84930208778769,-35.27317301509065,41.93284654668445
92,2024-07-29,2377.3,2377.3,2377.3,2377.3,2377.3,"126,409",2507.068430604907,,31.350868882292517,2531.7343237653913,2446.705,2361.6756762346085,-35.55959051736045,-35.33045651554461,40.91621465049269
93,2024-07-26,2368.7,2386.9,2368.7,2380.0,2380.0,95,2502.085354894911,,32.17524932898203,2525.101137025903,2440.285,2355.4688629740967,-36.27893797053093,-35.52015280654187,39.293627889743235
94,2024-07-25,2365.5,2365.5,2351.9,2351.9,2351.9,31,2496.195733134326,,28.3584264588505,2525.0209215246655,2433.935,2342.8490784753344,-38.670689531043536,-36.150260151442204,38.49408304047586
95,2024-07-24,2421.0,2421.0,2411.6,2413.3,2413.3,6,2492.9449200702347,,43.99252410432227,2513.928795861643,2429.18,2344.431204138357,-35.20587164220251,-35.96138244959427,40.680219966156145
96,2024-07-23,2395.8,2404.6,2388.7,2404.6,2404.6,41,2489.4804134008136,,42.57478685148199,2500.2688568772674,2423.845,2347.4211431227322,-32.78408131171773,-35.32592222201896,39.53163282571644
97,2024-07-22,2402.1,2402.1,2392.0,2392.0,2392.0,18,2485.657652090978,,40.53724259619494,2486.966004219473,2418.3549999999996,2349.7439957805263,-31.518187676018897,-34.564375312818946,37.60794476673669
98,2024-07-19,2418.8,2419.2,2395.5,2395.5,2395.5,15,2482.1220578913317,,41.376525364016985,2471.661885019211,2413.2,2354.738114980789,-29.88800676285291,-33.62910160282574,36.864520140541195
99,2024-07-18,2466.0,2466.0,2451.8,2451.8,2451.8,2,2480.932957581868,,52.89415468679647,2471.4219204882197,2413.1349999999998,2354.84807951178,-23.779027337861407,-31.659086749832873,39.26705441621682
100,2024-07-17,2472.9,2473.1,2454.8,2454.8,2454.8,10,2479.908135715912,,53.41931865547627,2473.9401388771957,2413.9049999999997,2353.8698611228037,-18.48248759078433,-29.023766918023163,37.983693386487026
101,2024-07-16,2427.4,2462.4,2427.4,2462.4,2462.4,93,2479.221542158425,,54.79428013228751,2472.993655873811,2413.69,2354.386344126189,-13.51588251725343,-25.922190037869218,37.77057243030938
102,2024-07-15,2430.0,2436.0,2422.9,2422.9,2422.9,540,2477.012854230644,,47.02498612427583,2466.8852193216285,2411.715,2356.544780678372,-12.62163771585756,-23.262079573466885,37.894102971001566
103,2024-07-12,2399.8,2414.0,2391.3,2414.0,2414.0,355,2474.5417619078735,,45.460895504339796,2465.2012823896443,2410.8100000000004,2356.4187176103565,-12.487153752189897,-21.107094409211488,37.44452418735859
104,2024-07-11,2378.7,2416.7,2378.7,2415.0,2415.0,72,2472.206790852663,,45.67951633514098,2464.629867109408,2410.4500000000003,2356.2701328905923,-12.159712997154656,-19.31761812680012,37.48420103111869
105,2024-07-10,2366.3,2377.0,2365.8,2372.2,2372.2,19,2468.284955917264,,38.55586796225117,2465.6163792625825,2409.5350000000003,2353.453620737418,-15.178843881418743,-18.489863277723845,38.3210438146102
106,2024-07-09,2363.1,2363.7,2360.1,2360.1,2360.1,9,2464.042408626391,,36.80822721005336,2467.599343649212,2408.085,2348.570656350788,-18.336523703774674,-18.45919536293401,36.44811211356661
107,2024-07-08,2381.7,2383.8,2352.8,2355.2,2355.2,64,2459.7740788763367,,36.09471616067309,2469.5686639884984,2405.76,2341.951336011502,-20.992409334352487,-18.965838157217707,36.05896124831185
108,2024-07-05,2354.9,2388.5,2354.9,2388.5,2388.5,72,2456.9790169596176,,44.034505570734304,2467.44343396443,2403.9000000000005,2340.356566035571,-20.17759141717761,-19.208188809209688,35.88332115914672
109,2024-07-03,2330.9,2361.6,2330.9,2359.8,2359.8,59,2453.168075118064,,39.481593764545586,2464.7676844703474,2400.1400000000003,2335.5123155296533,-21.598715938853275,-19.686294235138405,37.43451250492194
110,2024-07-02,2330.7,2334.6,2323.0,2323.0,2323.0,30,2448.063444721277,,34.54893191309355,2466.524493430226,2394.9650000000006,2323.4055065697753,-25.401605909523823,-20.829356570015488,37.389190183141814
111,2024-07-01,2323.8,2329.7,2321.7,2327.6,2327.6,237,2443.339388065541,,35.631498856255604,2468.2203648289524,2391.0950000000003,2313.969635171048,-27.724649551393668,-22.208415166291125,35.2899623129174
112,2024-06-28,2325.4,2338.3,2319.0,2327.7,2327.7,92,2438.804510102186,,35.65641438648262,2470.4040279927467,2388.6150000000002,2306.8259720072538,-29.22077035854045,-23.61088620474099,34.14782214770903
113,2024-06-27,2296.8,2329.0,2295.0,2324.5,2324.5,"1,532",2434.321980294257,,35.187045602464195,2472.2457035154466,2385.84,2299.4342964845537,-30.315215203359003,-24.95175200446459,34.13726342287267
114,2024-06-26,2307.9,2314.4,2298.0,2299.2,2299.2,986,2429.023079106247,,31.640723591331994,2476.527483357448,2383.205,2289.8825166425518,-32.845447315927686,-26.53049106675721,33.59174460695319
115,2024-06-25,2324.4,2333.0,2316.6,2316.6,2316.6,105,2424.614330906002,,36.389050919203335,2474.9188498119292,2378.37,2281.8211501880705,-33.0654816227443,-27.83748917795463,33.606619992170835
116,2024-06-24,2323.3,2332.9,2322.7,2330.0,2330.0,99,2420.9039649881197,,39.85394960173716,2472.601000403239,2374.64,2276.6789995967606,-31.79211269933603,-28.62841388223091,32.370432849872934
117,2024-06-21,2331.2,2331.2,2316.4,2316.4,2316.4,76,2416.805770282703,,37.61454157183188,2471.6434788048455,2370.8599999999997,2270.076521195154,-31.51705599069055,-29.20614230392284,31.115401932024845
118,2024-06-20,2328.9,2354.0,2328.3,2353.8,2353.8,183,2414.334955761813,,46.51498006066315,2469.157784878678,2368.775,2268.3922151213224,-27.95891120766919,-28.95669608467211,31.57858750830878
119,2024-06-18,2311.8,2330.4,2311.8,2330.4,2330.4,43,2411.0433888691928,,42.43565870641458,2456.7540398675137,2362.705,2268.655960132486,-26.71923753199553,-28.509204374136793,32.322974114858155
120,2024-06-17,2320.2,2320.2,2309.6,2312.4,2312.4,110,2407.175020678244,,39.561509778735626,2441.9115028829633,2355.585,2269.2584971170368,-26.87938792818295,-28.183241084946026,31.499904535225443
121,2024-06-14,2307.0,2331.4,2305.8,2331.4,2331.4,948,2404.2034512398814,,43.88212246241397,2420.5594650452094,2349.035,2277.5105349547903,-25.18287455849304,-27.58316777965543,31.078482782709333
122,2024-06-13,2309.4,2317.7,2296.2,2300.2,2300.2,298,2400.124884524592,,38.957142180006386,2408.8618071311594,2342.8999999999996,2276.93819286884,-26.05560198043395,-27.277654619811134,31.372876869658686
123,2024-06-12,2314.9,2338.7,2310.3,2336.0,2336.0,132,2397.6101831706865,,46.391803416809495,2396.346316359544,2338.9999999999995,2281.6536836404553,-23.58659238816017,-26.539442173480943,31.881957093254496
124,2024-06-11,2300.0,2314.1,2300.0,2307.5,2307.5,871,2394.0764504973263,,42.00567985811045,2380.7024627609526,2333.6249999999995,2286.5475372390465,-23.6568943613006,-25.962932611044874,32.17610301516489
125,2024-06-10,2290.6,2309.3,2290.5,2307.7,2307.7,69,2390.6891387131172,,42.047087899545346,2375.2497491632193,2330.3999999999996,2285.55025083678,-23.426425601096525,-25.455631209055205,31.220667085510268
126,2024-06-07,2379.9,2385.1,2285.4,2305.2,2305.2,269,2387.3366234694654,,41.64679717045943,2371.608952040758,2327.6549999999997,2283.7010479592414,-23.17832129494127,-25.00016922623242,36.112048007973804
127,2024-06-06,2355.0,2375.8,2355.0,2370.3,2370.3,179,2386.66852058831,,53.94277429628297,2374.687895371353,2328.41,2282.1321046286466,-17.526634772512352,-23.505462335488406,38.575473150261416
128,2024-06-05,2326.4,2354.3,2326.2,2354.1,2354.1,295,2385.391323702494,,51.05945189405246,2365.928292521536,2326.6899999999996,2287.451707478463,-14.191249209099624,-21.64261971021065,38.97008221095705
129,2024-06-04,2347.5,2347.7,2313.9,2325.5,2325.5,890,2383.042644341612,,46.34926163822317,2361.153826680946,2324.9749999999995,2288.7961733190527,-13.697813235381545,-20.05365841524483,39.05793348160296
130,2024-06-03,2322.6,2347.5,2312.0,2346.6,2346.6,781,2381.6135210340976,,50.01296877984179,2363.5192328973167,2326.1549999999997,2288.790767102683,-11.47192678035617,-18.337312088267097,38.80379537577418
131,2024-05-31,2344.1,2354.0,2319.0,2322.9,2322.9,941,2379.3110300131525,,46.19696280592082,2363.3040393751985,2325.9199999999996,2288.5359606248007,-11.487862728351956,-16.96742221628407,38.53209570607602
132,2024-05-30,2336.9,2349.5,2320.8,2342.9,2342.9,"32,587",2377.883146483225,,49.68581962199242,2364.7888756066286,2326.68,2288.571124393371,-9.773990747683456,-15.528735922563948,37.82980315564201
133,2024-05-29,2340.3,2340.3,2340.3,2340.3,2340.3,"119,317",2376.40929760153,,49.23881503236344,2366.0178974782925,2327.4700000000003,2288.922102521708,-8.52723645231481,-14.12843602851412,35.31338864452472
134,2024-05-28,2336.9,2359.7,2336.9,2355.2,2355.2,26,2375.577560440686,,51.90899760562802,2368.3295901186657,2330.27,2292.2104098813343,-6.264654181557944,-12.555679659122884,34.419575169915795
135,2024-05-24,2342.6,2345.4,2332.5,2332.5,2332.5,25,2373.8882443449725,,47.78494175081611,2368.6099743641103,2331.065,2293.52002563589,-6.231409904679367,-11.29082570823418,33.58246265777894
136,2024-05-23,2371.2,2371.2,2335.0,2335.0,2335.0,365,2372.3632151549737,,48.27236179052608,2368.894849653807,2331.315,2293.735150346193,-5.934920401088675,-10.21964464680508,33.94800103936615
137,2024-05-22,2417.5,2417.6,2375.8,2389.2,2389.2,180,2373.0234812273275,,57.52883851121617,2379.5071032051533,2334.955,2290.4028967948466,-1.3113469107988749,-8.43798509960384,37.42314382226856
138,2024-05-21,2429.5,2429.5,2421.0,2421.7,2421.7,6,2374.932364316452,,61.928250696342545,2396.4249343522124,2338.3499999999995,2280.2750656477865,4.918647668896028,-5.766658545903866,37.62863354924939
139,2024-05-20,2415.8,2435.8,2409.7,2433.9,2433.9,40,2377.244820617768,,63.458452141994655,2414.7913700493295,2343.5249999999996,2272.2586299506697,10.716863961604304,-2.4699540444022317,36.80515972430304
140,2024-05-17,2380.7,2415.8,2380.7,2412.2,2412.2,213,2378.6156119660905,,58.92208235602339,2424.203791112096,2348.5149999999994,2272.826208887903,13.406442379406144,0.7053252403594437,37.976219743995706
141,2024-05-16,2389.5,2392.2,2380.0,2380.0,2380.0,7,2378.6699016929106,,52.88119101958342,2427.3966180339867,2350.9449999999993,2274.493381966012,12.792220998715948,3.122704392030745,37.563632619424574
142,2024-05-15,2361.6,2388.7,2356.0,2388.7,2388.7,29,2379.063238881424,,54.246086049358034,2429.778362433349,2355.3699999999994,2280.96163756665,12.859230218987705,5.0700095574221375,37.21623028946566
143,2024-05-14,2336.0,2358.0,2336.0,2353.4,2353.4,6,2378.056837356662,,48.15136681707037,2430.127168033528,2356.2399999999993,2282.3528319664706,9.949231970266283,6.045854039990966,38.322213840218105
144,2024-05-13,2358.3,2358.3,2336.1,2336.1,2336.1,14,2376.4114711858124,,45.45591378416203,2428.7835739505367,2357.669999999999,2286.5564260494616,6.1758802714643934,6.071859286285652,37.1706271373454
145,2024-05-10,2367.3,2367.3,2367.3,2367.3,2367.3,126,2376.05415859029,,50.804530011369984,2428.0352060916193,2360.6499999999996,2293.26479390838,5.638059079850791,5.98509924499868,36.74415377039218
146,2024-05-09,2310.7,2339.5,2310.7,2332.1,2332.1,5,2374.330466096553,,45.395945879458246,2425.8824784289154,2361.995,2298.1075215710844,2.3444606068787834,5.2569715173747005,38.16242850107848
